Id,SalePrice
1461,120825.6355639448
1462,158276.86162911163
1463,178258.67737618566
1464,194382.24042600242
1465,189645.9037411143
1466,175599.89010291258
1467,178350.98443233862
1468,168942.7860088982
1469,187852.2946824205
1470,117826.43031368266
1471,186186.53325387635
1472,95311.24169571347
1473,94262.99179653905
1474,146752.17904635702
1475,114746.25891001019
1476,343520.3261611314
1477,242256.32126877096
1478,293623.482331278
1479,282038.19914766465
1480,479890.96408560383
1481,326781.2908577322
1482,215101.09764160754
1483,178690.53893818252
1484,170040.09376830532
1485,184779.92025181832
1486,200344.32211771753
1487,325003.57411843893
1488,233129.3110909444
1489,189738.74382293335
1490,228324.36828033207
1491,191119.71618130486
1492,107701.26320531369
1493,175985.93474255194
1494,289741.6250590911
1495,286402.8929090084
1496,234283.65550979608
1497,180907.29374242277
1498,161583.2532242297
1499,160712.4309792229
1500,159360.9481498017
1501,178143.8865025688
1502,150148.31381960982
1503,266186.2436423383
1504,239863.2141504864
1505,227484.0055914002
1506,196884.42569132423
1507,250313.99317230633
1508,201123.21772147654
1509,163073.20061711382
1510,142447.84722405876
1511,143854.7249709991
1512,165655.07855892333
1513,146642.03361652192
1514,152075.68999643865
1515,192396.13604206938
1516,148137.21538198998
1517,166537.23780601693
1518,133673.60856248077
1519,205173.03530374047
1520,131202.85602978908
1521,132017.5222400542
1522,170391.64659366454
1523,113472.60160088507
1524,117450.68552474063
1525,118430.25067322656
1526,120562.51453519845
1527,106847.2326737805
1528,137930.9136480756
1529,144764.9256062674
1530,180655.49302638788
1531,129607.03172876919
1532,100516.57715952273
1533,146348.7916414549
1534,118646.06138301319
1535,150964.34823649732
1536,113262.24351511557
1537,74934.1706472604
1538,156314.9672228755
1539,186348.29559716725
1540,103351.36908952736
1541,137162.39778226338
1542,143464.28622804483
1543,178915.66838905853
1544,87107.83667561489
1545,111618.62055059138
1546,131175.11460560857
1547,134778.45676762346
1548,127973.62893130409
1549,112783.06688739077
1550,131536.92288073452
1551,115392.7980983074
1552,134467.54189670872
1553,135397.7397093556
1554,115220.73389212391
1555,180769.32911297336
1556,91240.22302437408
1557,105682.78217096355
1558,94721.73495957823
1559,91310.73991145875
1560,137996.1346794356
1561,123757.67099218816
1562,130034.66420167488
1563,115698.67749578787
1564,157565.04249245132
1565,141602.48881255038
1566,229663.107212413
1567,79055.63276131309
1568,235757.65968398147
1569,131845.84388109573
1570,140179.39195665225
1571,119424.02670363721
1572,143092.71889601418
1573,212862.06213349057
1574,121250.89100305844
1575,231251.84098928474
1576,231963.1370078519
1577,189396.08577834617
1578,146898.86319399346
1579,144792.62612022404
1580,192410.35815929784
1581,157890.69351582107
1582,128343.65771814315
1583,305299.49677250045
1584,228813.57756580037
1585,142848.11386918387
1586,67551.72600909152
1587,103268.87571074515
1588,144124.73475373065
1589,100099.91377272368
1590,133192.4260180116
1591,95905.10546448593
1592,122440.0537014898
1593,120752.80359205525
1594,121375.91182005168
1595,111394.42196324645
1596,224387.53011437535
1597,185321.07788197396
1598,192493.4778424573
1599,169716.77445842768
1600,169083.4545285792
1601,63607.371272149205
1602,112072.7052038741
1603,83804.97504668545
1604,264950.26046243333
1605,228768.3652477636
1606,165420.07866946762
1607,176644.22103231522
1608,220206.24148962364
1609,181442.72573371834
1610,156569.66625060115
1611,140799.20433871442
1612,172403.1412464204
1613,166792.6122942237
1614,125861.71266505322
1615,90270.47829015082
1616,80384.88601443518
1617,91346.45968803213
1618,125422.29747544663
1619,134996.4542694877
1620,174864.0440566292
1621,134301.96189565415
1622,147708.20370948836
1623,251953.3163833692
1624,214882.65966966655
1625,115545.23284338324
1626,166043.1690974602
1627,189223.4668402946
1628,274034.24053648574
1629,176697.32066995426
1630,340701.6686107361
1631,213654.72856536467
1632,234802.02430763203
1633,174161.42050807527
1634,188143.21474580836
1635,178172.21796257378
1636,160607.20656532273
1637,192543.24903161262
1638,206454.162268002
1639,183870.76417387027
1640,252751.0689109399
1641,182421.22962163412
1642,239254.37483844088
1643,226736.14105011712
1644,231007.90012944696
1645,212723.7403060716
1646,162507.53955064501
1647,160133.36177401117
1648,130170.36637761348
1649,140534.70903321094
1650,116782.77026383497
1651,120419.13375000196
1652,96433.39546272616
1653,98958.58971781982
1654,147341.22051387263
1655,136483.4315344479
1656,140867.65461772837
1657,146789.06586284228
1658,147997.803560973
1659,118332.09638377355
1660,151312.24289074398
1661,443057.6200991365
1662,354073.95367444924
1663,375127.0772493619
1664,503006.13475834974
1665,305056.9048850825
1666,325446.2055542832
1667,380248.5221274516
1668,335457.96544640185
1669,291108.2798919169
1670,334952.1668444467
1671,277780.78317434737
1672,431041.94840094703
1673,289195.4627057139
1674,250682.9755055497
1675,204903.13419170643
1676,205238.02656062882
1677,221653.1066648592
1678,490331.5836814476
1679,381319.25763988006
1680,316738.84385951573
1681,247104.74352522107
1682,303367.0421127135
1683,194923.46503506586
1684,179417.08239077558
1685,178414.71734349575
1686,177169.40533870176
1687,175749.63851880515
1688,193593.08228019846
1689,194048.77396976927
1690,195108.97229959906
1691,184901.91054462764
1692,250375.79292519746
1693,175077.54732779972
1694,180737.11471947227
1695,166967.57132581293
1696,265783.4661898386
1697,171051.20146357332
1698,340430.1699852757
1699,324269.53648887883
1700,256678.57344299345
1701,277367.49404498894
1702,248413.3967124439
1703,247159.6165172648
1704,285459.01079555653
1705,246174.39396589273
1706,375531.6953791358
1707,210688.54702150062
1708,204876.1781012884
1709,263747.73739148065
1710,226956.2731203895
1711,256428.4143273147
1712,244053.25603470107
1713,260262.04495396948
1714,220556.13765814953
1715,203732.28326835993
1716,186099.3321427618
1717,178216.02736691578
1718,140004.10909385644
1719,206709.64745083725
1720,239792.59546176056
1721,167369.8896335439
1722,131516.8868401752
1723,158463.77150927376
1724,197715.4401182937
1725,230623.0285311556
1726,192528.97687121425
1727,161184.64197045576
1728,178520.97668423931
1729,160666.67512504652
1730,154164.65990253972
1731,117693.32075227285
1732,127328.73462397882
1733,108993.8419075557
1734,122438.90345102413
1735,132472.55548766605
1736,111080.08079668319
1737,302583.4955623966
1738,238111.36793497967
1739,261706.48752009988
